(dimensionless),2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Animal related share,0.46268 ,0.47539 ,0.47709 ,0.47209 ,0.46877 ,0.46545 ,0.46213 ,0.45881 ,0.45549 ,0.45217 ,0.44885 ,0.44553 ,0.44221 ,0.43889 ,0.43557 ,0.43226 ,0.42894 ,0.42562 ,0.42230 ,0.41898 ,0.41566 ,0.41234 ,0.40902 ,0.40570 ,0.40238 ,0.39906 ,0.39575 ,0.39243 ,0.38911 ,0.38579 ,0.38247 ,0.37915 ,0.37583 ,0.37251 ,0.36919 ,0.36587 ,0.36256 ,0.35924 ,0.35592 ,0.35260 ,0.34928 ,0.34596 ,0.34264 
