Year,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Trans and Dist Loss Perc (dimensionless),0.066 ,0.065 ,0.065 ,0.063 ,0.059 ,0.056 ,0.054 ,0.053 ,0.051 ,0.049 ,0.048 ,0.046 ,0.045 ,0.044 ,0.042 ,0.041 ,0.040 ,0.038 ,0.037 ,0.036 ,0.035 ,0.034 ,0.033 ,0.032 ,0.031 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 ,0.030 
