Unit: dimensionless (%),ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Employee Compensation,1.13026E+12,67664910682,14707406181,47003208468,12486148172,1.27035E+11,1.07464E+11,34880269798,97192039655,17640313366,65397273079,42105498861,49477527893,1.03183E+11,70244705260,53844483307,48754402778,79133112005,1.38105E+11,64849648221,64680621642,50598343765,24364747283,35158691471,84510951948,9988351959,11883231328,6.4647E+11,7.15498E+11,3.17318E+11,1.17095E+11,2.84901E+11,3.47922E+11,90631376894,2.96337E+11,2.65298E+11,1.58874E+11,5.61065E+11,3.87694E+11,2.36461E+11,70439347889,1.75766E+11
