,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
transportation sector,0.511723139,0.511267436,0.510813402,0.510361028,0.509910304,0.509461223,0.508964876,0.508468076,0.507970821,0.507473111,0.506974944,0.506446058,0.505915226,0.505382438,0.504847682,0.504310947,0.503776871,0.503239665,0.502699302,0.502155754,0.501608993,0.501105449,0.500598163,0.500087093,0.499572197,0.499053432,0.49859955,0.498141268,0.497678522,0.497211246,0.496739373,0.49633252,0.495920264,0.495502498,0.495079111,0.494649987,0.494327999,0.494000454,0.493667206,0.493328107,0.492982999
electricity sector,0.511723139,0.511267436,0.510813402,0.510361028,0.509910304,0.509461223,0.508964876,0.508468076,0.507970821,0.507473111,0.506974944,0.506446058,0.505915226,0.505382438,0.504847682,0.504310947,0.503776871,0.503239665,0.502699302,0.502155754,0.501608993,0.501105449,0.500598163,0.500087093,0.499572197,0.499053432,0.49859955,0.498141268,0.497678522,0.497211246,0.496739373,0.49633252,0.495920264,0.495502498,0.495079111,0.494649987,0.494327999,0.494000454,0.493667206,0.493328107,0.492982999
residential buildings sector,0.511723139,0.511267436,0.510813402,0.510361028,0.509910304,0.509461223,0.508964876,0.508468076,0.507970821,0.507473111,0.506974944,0.506446058,0.505915226,0.505382438,0.504847682,0.504310947,0.503776871,0.503239665,0.502699302,0.502155754,0.501608993,0.501105449,0.500598163,0.500087093,0.499572197,0.499053432,0.49859955,0.498141268,0.497678522,0.497211246,0.496739373,0.49633252,0.495920264,0.495502498,0.495079111,0.494649987,0.494327999,0.494000454,0.493667206,0.493328107,0.492982999
commercial buildings sector,0.511723139,0.511267436,0.510813402,0.510361028,0.509910304,0.509461223,0.508964876,0.508468076,0.507970821,0.507473111,0.506974944,0.506446058,0.505915226,0.505382438,0.504847682,0.504310947,0.503776871,0.503239665,0.502699302,0.502155754,0.501608993,0.501105449,0.500598163,0.500087093,0.499572197,0.499053432,0.49859955,0.498141268,0.497678522,0.497211246,0.496739373,0.49633252,0.495920264,0.495502498,0.495079111,0.494649987,0.494327999,0.494000454,0.493667206,0.493328107,0.492982999
industry sector,0.511723139,0.511267436,0.510813402,0.510361028,0.509910304,0.509461223,0.508964876,0.508468076,0.507970821,0.507473111,0.506974944,0.506446058,0.505915226,0.505382438,0.504847682,0.504310947,0.503776871,0.503239665,0.502699302,0.502155754,0.501608993,0.501105449,0.500598163,0.500087093,0.499572197,0.499053432,0.49859955,0.498141268,0.497678522,0.497211246,0.496739373,0.49633252,0.495920264,0.495502498,0.495079111,0.494649987,0.494327999,0.494000454,0.493667206,0.493328107,0.492982999
district heat and hydrogen sector,0.511723139,0.511267436,0.510813402,0.510361028,0.509910304,0.509461223,0.508964876,0.508468076,0.507970821,0.507473111,0.506974944,0.506446058,0.505915226,0.505382438,0.504847682,0.504310947,0.503776871,0.503239665,0.502699302,0.502155754,0.501608993,0.501105449,0.500598163,0.500087093,0.499572197,0.499053432,0.49859955,0.498141268,0.497678522,0.497211246,0.496739373,0.49633252,0.495920264,0.495502498,0.495079111,0.494649987,0.494327999,0.494000454,0.493667206,0.493328107,0.492982999
LULUCF sector,0.511723139,0.511267436,0.510813402,0.510361028,0.509910304,0.509461223,0.508964876,0.508468076,0.507970821,0.507473111,0.506974944,0.506446058,0.505915226,0.505382438,0.504847682,0.504310947,0.503776871,0.503239665,0.502699302,0.502155754,0.501608993,0.501105449,0.500598163,0.500087093,0.499572197,0.499053432,0.49859955,0.498141268,0.497678522,0.497211246,0.496739373,0.49633252,0.495920264,0.495502498,0.495079111,0.494649987,0.494327999,0.494000454,0.493667206,0.493328107,0.492982999
geoengineering sector,0.511723139,0.511267436,0.510813402,0.510361028,0.509910304,0.509461223,0.508964876,0.508468076,0.507970821,0.507473111,0.506974944,0.506446058,0.505915226,0.505382438,0.504847682,0.504310947,0.503776871,0.503239665,0.502699302,0.502155754,0.501608993,0.501105449,0.500598163,0.500087093,0.499572197,0.499053432,0.49859955,0.498141268,0.497678522,0.497211246,0.496739373,0.49633252,0.495920264,0.495502498,0.495079111,0.494649987,0.494327999,0.494000454,0.493667206,0.493328107,0.492982999
