,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
transportation sector,0.488276861,0.488732564,0.489186598,0.489638972,0.490089696,0.490538777,0.491035124,0.491531924,0.492029179,0.492526889,0.493025056,0.493553942,0.494084774,0.494617562,0.495152318,0.495689053,0.496223129,0.496760335,0.497300698,0.497844246,0.498391007,0.498894551,0.499401837,0.499912907,0.500427803,0.500946568,0.50140045,0.501858732,0.502321478,0.502788754,0.503260627,0.50366748,0.504079736,0.504497502,0.504920889,0.505350013,0.505672001,0.505999546,0.506332794,0.506671893,0.507017001
electricity sector,0.488276861,0.488732564,0.489186598,0.489638972,0.490089696,0.490538777,0.491035124,0.491531924,0.492029179,0.492526889,0.493025056,0.493553942,0.494084774,0.494617562,0.495152318,0.495689053,0.496223129,0.496760335,0.497300698,0.497844246,0.498391007,0.498894551,0.499401837,0.499912907,0.500427803,0.500946568,0.50140045,0.501858732,0.502321478,0.502788754,0.503260627,0.50366748,0.504079736,0.504497502,0.504920889,0.505350013,0.505672001,0.505999546,0.506332794,0.506671893,0.507017001
residential buildings sector,0.488276861,0.488732564,0.489186598,0.489638972,0.490089696,0.490538777,0.491035124,0.491531924,0.492029179,0.492526889,0.493025056,0.493553942,0.494084774,0.494617562,0.495152318,0.495689053,0.496223129,0.496760335,0.497300698,0.497844246,0.498391007,0.498894551,0.499401837,0.499912907,0.500427803,0.500946568,0.50140045,0.501858732,0.502321478,0.502788754,0.503260627,0.50366748,0.504079736,0.504497502,0.504920889,0.505350013,0.505672001,0.505999546,0.506332794,0.506671893,0.507017001
commercial buildings sector,0.488276861,0.488732564,0.489186598,0.489638972,0.490089696,0.490538777,0.491035124,0.491531924,0.492029179,0.492526889,0.493025056,0.493553942,0.494084774,0.494617562,0.495152318,0.495689053,0.496223129,0.496760335,0.497300698,0.497844246,0.498391007,0.498894551,0.499401837,0.499912907,0.500427803,0.500946568,0.50140045,0.501858732,0.502321478,0.502788754,0.503260627,0.50366748,0.504079736,0.504497502,0.504920889,0.505350013,0.505672001,0.505999546,0.506332794,0.506671893,0.507017001
industry sector,0.488276861,0.488732564,0.489186598,0.489638972,0.490089696,0.490538777,0.491035124,0.491531924,0.492029179,0.492526889,0.493025056,0.493553942,0.494084774,0.494617562,0.495152318,0.495689053,0.496223129,0.496760335,0.497300698,0.497844246,0.498391007,0.498894551,0.499401837,0.499912907,0.500427803,0.500946568,0.50140045,0.501858732,0.502321478,0.502788754,0.503260627,0.50366748,0.504079736,0.504497502,0.504920889,0.505350013,0.505672001,0.505999546,0.506332794,0.506671893,0.507017001
district heat and hydrogen sector,0.488276861,0.488732564,0.489186598,0.489638972,0.490089696,0.490538777,0.491035124,0.491531924,0.492029179,0.492526889,0.493025056,0.493553942,0.494084774,0.494617562,0.495152318,0.495689053,0.496223129,0.496760335,0.497300698,0.497844246,0.498391007,0.498894551,0.499401837,0.499912907,0.500427803,0.500946568,0.50140045,0.501858732,0.502321478,0.502788754,0.503260627,0.50366748,0.504079736,0.504497502,0.504920889,0.505350013,0.505672001,0.505999546,0.506332794,0.506671893,0.507017001
LULUCF sector,0.488276861,0.488732564,0.489186598,0.489638972,0.490089696,0.490538777,0.491035124,0.491531924,0.492029179,0.492526889,0.493025056,0.493553942,0.494084774,0.494617562,0.495152318,0.495689053,0.496223129,0.496760335,0.497300698,0.497844246,0.498391007,0.498894551,0.499401837,0.499912907,0.500427803,0.500946568,0.50140045,0.501858732,0.502321478,0.502788754,0.503260627,0.50366748,0.504079736,0.504497502,0.504920889,0.505350013,0.505672001,0.505999546,0.506332794,0.506671893,0.507017001
geoengineering sector,0.488276861,0.488732564,0.489186598,0.489638972,0.490089696,0.490538777,0.491035124,0.491531924,0.492029179,0.492526889,0.493025056,0.493553942,0.494084774,0.494617562,0.495152318,0.495689053,0.496223129,0.496760335,0.497300698,0.497844246,0.498391007,0.498894551,0.499401837,0.499912907,0.500427803,0.500946568,0.50140045,0.501858732,0.502321478,0.502788754,0.503260627,0.50366748,0.504079736,0.504497502,0.504920889,0.505350013,0.505672001,0.505999546,0.506332794,0.506671893,0.507017001
