Unit: USD,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Output,1.83307E+12,3.23579E+11,1.48235E+11,2.66402E+11,27856057196,1.72251E+12,1.04255E+12,3.65343E+11,9.55029E+11,5.6345E+11,1.17705E+12,4.13029E+11,4.93053E+11,5.33191E+11,1.00902E+12,9.40856E+11,7.22212E+11,7.1507E+11,1.63601E+12,9.60342E+11,7.33556E+11,9.72443E+11,2.14754E+11,2.25997E+11,9.6287E+11,1.1187E+11,55994302581,3.93723E+12,2.06272E+12,1.65067E+12,5.94637E+11,1.32866E+12,1.32497E+12,3.18739E+11,1.69224E+12,1.46823E+12,7.15489E+11,1.24946E+12,7.32973E+11,6.88353E+11,2.1452E+11,4.13417E+11
