Unit: people,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Employed Population,756075416.8,749086815.1,745087740.7,734545412.6,745060119.2,735557688.1,729926933,730008034.7,728966176.8,726676035.8,723119313.8,718361256,712529177.9,705792998.4,698347782.9,690398292.3,682145541.4,673775364.6,665448989.3,657295617.5,649407015.1,641834109.5,634585594.4,627628543.1,620891029.6,614266757.1,607621694.9,600802723.2,593648285.7,586001049.7,577722574.4,568709987.8,558914669.8,548362945.2,537178783,525608504,514047497.3,503068943,493454544.3,486227266.5,482686084.3,484442737.1
