Unit: 2012 $,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Total EE Compensation,9.47771E+12,1.01E+13,1.06E+13,1.12E+13,1.18E+13,1.24E+13,1.31E+13,1.38E+13,1.46E+13,1.53E+13,1.61E+13,1.68E+13,1.76E+13,1.83E+13,1.91E+13,1.99E+13,2.08E+13,2.16E+13,2.25E+13,2.34E+13,2.44E+13,2.54E+13,2.65E+13,2.76E+13,2.88E+13,3.00E+13,3.13E+13,3.26E+13,3.40E+13,3.54E+13,3.68E+13,3.81E+13,3.95E+13,4.09E+13,4.22E+13,4.35E+13,4.49E+13,4.63E+13,4.78E+13,4.97E+13,5.20E+13,5.50E+13
