Unit: people,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Population,1404986233,1409794440,1413833785,1417114543,1419656701,1421488178,1422643159,1423160540,1423082478,1422453057,1421317066,1419718881,1417701463,1415305469,1412568462,1409524249,1406202312,1402627365,1398819010,1394791512,1390553677,1386108848,1381455009,1376584998,1371486830,1366144135,1360536706,1354641151,1348431664,1341880904,1334960983,1327644563,1319906070,1311723017,1303077428,1293957389,1284358696,1274286619,1263757781,1252802138,1241465078,1229809624
