Unit: jobs,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
China,177150000,3282499.955,534040.1374,1516435.696,673594.6835,10150079.3,23607597.12,6748611.526,7990934.292,941496.7386,4259054.334,1948080.906,5500510.957,4573706.95,7193259.435,2453221.465,1495046.204,9514235.75,13652970.24,6978297.691,8257431.507,4813491.067,2014816.118,3111500.216,4150364.031,876419.8723,1028132.099,78164171.71,109098910.1,38601223.79,37896257.29,13304539.14,21197558.47,1643881.376,11337933.39,14740185.02,8307994.423,6818143.003,31986781.49,15800903.36,370481.8192,26965560.4
