Year,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Pumped Storage Capacity (MW),34123,34123,48223,54423,57023,70173,80753,90243,105243,120743,161543,219643,329523,417353,444153,478053,504853,515703,537703,542503,548603,550803,557103,580853,590813,609113,644363,669363,729563,757859.4,816069.4,834069.4,847369.4,859569.4,859569.4,875069.4,875069.4,875069.4,875069.4,875069.4,875069.4
