Unit: dimensionless (%),ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Domestic Content Share of Domestic Consumption,0.953375985,0.94661716,0.855800929,0.89128203,1,0.93753341,0.949960986,0.957782307,0.933692244,0.952834773,0.865563351,0.899660984,0.947187022,0.966284254,0.919842525,0.962430715,0.905942738,0.982434112,0.67129629,0.913402721,0.889518054,0.929568485,0.932904262,0.869322173,0.999823616,1,1,0.998059251,1,0.965608888,0.939246653,0.971260649,0.968044091,0.888845259,0.991433258,1,0.999998948,0.994350955,1,0.997615204,0.931562528,0.996231457
