Unit: dimensionless (%),ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Export Share of Production,0.013645641,0.001109425,0.010078204,0.017222264,0,0.028635576,0.246638982,0.168662675,0.154238214,0.039042084,0.077427367,0.076422728,0.159469435,0.089206422,0.080965508,0.04062541,0.034241967,0.120020694,0.369675406,0.244455747,0.173705029,0.044623227,0.185652776,0.255095119,0.001493976,0,0,0.003035012,0.119179036,0.079314536,0.006263932,0.031852099,0.042101521,0.041790129,0.005608694,0,2.66978E-06,0.002233606,0,0.000313904,0.018257968,0.00032522
