Unit: dimensionless (%),ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Domestic Taxes as Share of Value Added,-0.05540419,0.197743175,0.389724001,0.279970043,0.132094093,0.270111507,0.007305393,0.097829789,0.072825423,0.488665095,0.190737416,0.134486435,0.109127728,0.101799231,0.148532764,0.107552243,0.168123284,0.088205537,-0.019229433,0.037431689,0.134771649,0.285191235,0.06292253,0.13875429,0.094794925,0.051632862,0.090757657,0.13625517,0.10002396,0.018638429,0.009346023,0.029224269,0.086933044,0.016558537,0.098924834,0.160384467,0.06328029,0.003946833,0.001676544,0.00057204,0.020382169,0.031940428
