Unit: USD,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Household Expenditures,4.55349E+11,1682476128,0,0,0,8.37625E+11,1.80608E+11,31183171389,48821562412,46882737383,31032396773,0,8838226604,7552418037,5941428696,0,0,6718023547,92317550908,55227614065,2208972577,2.04124E+11,20266324037,6269404912,84690147933,46488152937,28627618226,0,3.00051E+11,1.89939E+11,2.51479E+11,1.71681E+11,49307423830,0,4.12937E+11,7.56336E+11,6056544424,15967752550,3.23614E+11,2.36284E+11,72992571766,2.08894E+11
