,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
BAU Transmission Capacity (MW*miles),3.21E+07,3.25E+07,3.32E+07,3.38E+07,3.50E+07,3.87E+07,3.91E+07,3.98E+07,4.04E+07,4.11E+07,4.17E+07,4.23E+07,4.29E+07,4.36E+07,4.42E+07,4.49E+07,4.57E+07,4.63E+07,4.70E+07,4.76E+07,4.82E+07,4.88E+07,4.94E+07,5.00E+07,5.05E+07,5.10E+07,5.15E+07,5.20E+07,5.25E+07,5.30E+07,5.34E+07,5.39E+07,5.43E+07,5.47E+07,5.51E+07,5.55E+07,5.59E+07,5.62E+07,5.66E+07,5.69E+07,5.73E+07,5.76E+07,5.79E+07,5.82E+07,5.85E+07,5.88E+07
