,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Capacity Factor (dimensionless),0.048 ,0.088 ,0.099 ,0.099 ,0.098 ,0.104 ,0.093 ,0.105 ,0.110 ,0.115 ,0.120 ,0.125 ,0.130 ,0.135 ,0.140 ,0.145 ,0.150 ,0.155 ,0.160 ,0.165 ,0.170 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 ,0.171 
