,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
male,4190907,4122589,4054270,3985952,3917633,3849315,3972665,4096015,4219364,4342714,4466064,4610613,4755162,4899711,5044260,5188809,5356328,5523847,5691366,5858885,6026404,6199990,6373577,6547164,6720750,6894337,7057418,7220498,7383579,7546659,7709740,7849267,7988795,8128322,8267849,8407376,8525719,8644062,8762405,8880748,8999091
female,5778356,5695427,5612498,5529570,5446641,5363712,5517512,5671312,5825112,5978911,6132711,6297493,6462274,6627056,6791837,6956619,7124679,7292738,7460798,7628858,7796918,7948246,8099575,8250904,8402233,8553561,8678658,8803754,8928851,9053947,9179044,9273694,9368344,9462994,9557644,9652294,9701385,9750475,9799565,9848655,9897745
white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asian,9969263,9818016,9666768,9515522,9364274,9213027,9490177,9767327,10044476,10321625,10598775,10908106,11217436,11526767,11836097,12145428,12481007,12816585,13152164,13487743,13823322,14148236,14473152,14798068,15122983,15447898,15736076,16024252,16312430,16600606,16888784,17122961,17357139,17591316,17825493,18059670,18227104,18394537,18561970,18729403,18896836
other race,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonhispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
