Unit: MW,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Potential Additional Grid Battery Storage Capacity,2145.4,3419.2,6538.4,11459.4,19615.2,51763.65,75710,98949.55914,129322.616,169018.8329,220900,263309.0845,313860,331269.1125,349643.8695,369037.8331,389507.5366,411112.6488,433916.1482,457984.5068,483387.8834,510200.3285,538500,572741.2029,609159.676,647893.8636,689091.0136,732907.7363,779510.6008,829076.7673,881794.6611,937864.6888,997500,1045403.78,1095608.084,1148223.392,1203365.488,1261155.72,1321721.261,1385195.391,1451717.793,1521434.856,1594500
