Unit: MW,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
BAU Grid Battery Storage Capacity,1072.7,1709.6,2726.7,5927.5,9128.3,12329.1,15529.9,18730.7,21931.5,25132.3,28333.1,31533.9,34734.7,37935.5,41136.3,44337.1,47537.9,50738.7,53939.5,57140.3,60341.1,63541.9,66742.7,69943.5,73144.3,76345.1,79545.9,82746.7,85947.5,89148.3,92349.1,95549.9,98750.7,101951.5,105152.3,108353.1,111553.9,114754.7,117955.5,121156.3,124357.1,127557.9,130758.7
