Year,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
DR Capacity (MW),0,0,7149.72,15475.68,24120,34800,48900,50460,52020,53580,55140,56700,57610,58520,59430,60340,61250,62160,63070,63980,64890,65800,66710,67620,68530,69440,70350,71260,72170,73080,73990,74900,75810,76720,77630,78540,79450,80360,81270,82180,83090,84000
