Year,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Potential Additional DR Capacity (MW),0,44190.8,47664.8,51585.6,53600,58000,65200,77372,90168,103588,117632,132300,144025,156053.3333,168385,181020,193958.3333,207200,220745,234593.3333,248745,263200,277958.3333,293020,308385,324053.3333,340025,356300,372878.3333,389760,406945,424433.3333,429590,434746.6667,439903.3333,445060,450216.6667,455373.3333,460530,465686.6667,470843.3333,476000
